gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	regulation
ENSG00000182379	ENSG00000182379	46.1524137753072	2.04874373553425	0.421239601897679	4.86360666543385	1.15265862891152e-06	0.000152631213445033	Upregulated
ENSG00000088826	ENSG00000088826	179.812419695861	2.04186712257962	0.318552061598575	6.40983804133308	1.45674305051669e-10	1.06835294181739e-07	Upregulated
ENSG00000131747	ENSG00000131747	345.754694247681	1.99497768334629	0.426069619638432	4.68228099679872	2.83700217317907e-06	0.000300533096878769	Upregulated
ENSG00000227036	ENSG00000227036	40.2642042672726	1.98686868426748	0.514009702498062	3.86543031116222	0.000110893510271665	0.00451819968773526	Upregulated
ENSG00000135744	ENSG00000135744	175.784314956073	1.94834347343545	0.672868736599307	2.8955773503201	0.00378461745534956	0.0462106562466083	Upregulated
ENSG00000169679	ENSG00000169679	35.473049369057	1.93735692992023	0.481713828471219	4.021800528477	5.77549587653254e-05	0.00276554195160963	Upregulated
ENSG00000087586	ENSG00000087586	53.5253677977706	1.92788751799876	0.457045094186176	4.2181560255703	2.4630836329823e-05	0.00154493679979298	Upregulated
ENSG00000168078	ENSG00000168078	66.4813277623745	1.92417630027427	0.559072395191548	3.44173011728654	0.000578006610542741	0.0149341870593889	Upregulated
ENSG00000146670	ENSG00000146670	47.6287107437743	1.91632106500165	0.373326219650684	5.13310066138597	2.85007374310386e-07	5.03196353088003e-05	Upregulated
ENSG00000185033	ENSG00000185033	78.5607815483412	1.91496934285046	0.427320110142079	4.48134617912964	7.41736837575888e-06	0.000660908318640048	Upregulated
ENSG00000088325	ENSG00000088325	153.531046509989	1.90696722018763	0.405020268950206	4.70832540092476	2.49760168192898e-06	0.000278416673392017	Upregulated
ENSG00000138180	ENSG00000138180	52.9549749711007	1.90604624169075	0.507776962622559	3.75370759604066	0.000174238103455005	0.00641384586231669	Upregulated
ENSG00000111206	ENSG00000111206	57.538486965212	1.90295788621087	0.313572784490325	6.06863216558764	1.2900422966592e-09	5.59057420743128e-07	Upregulated
ENSG00000122952	ENSG00000122952	53.9253550035364	1.86651388764336	0.4671039750906	3.995928074218	6.44412984279794e-05	0.00296803545513215	Upregulated
ENSG00000090889	ENSG00000090889	40.5069796228653	1.85273845499315	0.402811672837258	4.59951530685082	4.23475077469199e-06	0.000416227978205294	Upregulated
ENSG00000170577	ENSG00000170577	444.372810536467	1.8376140404163	0.613948232910493	2.99310909603059	0.00276151016206538	0.0382677876237374	Upregulated
ENSG00000130193	ENSG00000130193	39.8031833792205	1.8289666821867	0.385483541343877	4.7446038183901	2.08914812017717e-06	0.000251190602956343	Upregulated
ENSG00000170323	ENSG00000170323	84.620916020024	1.82198692200896	0.580495523692319	3.13867523115418	0.00169713429007695	0.0291540149938625	Upregulated
ENSG00000130816	ENSG00000130816	223.871265102071	1.8214600195149	0.413160393611458	4.40860268234673	1.04039690742516e-05	0.000840605433507748	Upregulated
ENSG00000172889	ENSG00000172889	43.3795035897372	1.81933821150594	0.504802252062304	3.60406120232878	0.000313283234680253	0.00969754012805693	Upregulated
ENSG00000161888	ENSG00000161888	41.9219993192209	1.81822166889458	0.36150512492232	5.02958753153299	4.91536071655e-07	7.32235141743558e-05	Upregulated
ENSG00000134830	ENSG00000134830	50.895086321235	1.81562599365434	0.496504460832471	3.65681708198581	0.00025536647249522	0.00841401535726542	Upregulated
ENSG00000178685	ENSG00000178685	114.726577939627	1.8116726746233	0.545716577184725	3.31980509730795	0.000900803139502449	0.0200030105539154	Upregulated
ENSG00000145220	ENSG00000145220	227.902746446711	1.80861343036502	0.568512295389267	3.18130926108932	0.00146611030000871	0.0266454241520764	Upregulated
ENSG00000101255	ENSG00000101255	107.329370417711	1.79944039212644	0.344826367335121	5.21839558277645	1.80479677586616e-07	3.60905171842961e-05	Upregulated
ENSG00000064393	ENSG00000064393	258.728173859011	1.79266833892459	0.479156230042503	3.74130236972098	0.000183069106690058	0.00668728300070119	Upregulated
ENSG00000170312	ENSG00000170312	93.4978221986287	1.79066285373861	0.532592311045825	3.36216429828356	0.000773340949382991	0.0182655115535575	Upregulated
ENSG00000071539	ENSG00000071539	44.801695712729	1.78373227648452	0.487205305168744	3.66115117705199	0.000251084541691981	0.00831194451559497	Upregulated
ENSG00000113368	ENSG00000113368	32.8915878013605	1.78204317872874	0.368552746768227	4.83524595693603	1.32981106752686e-06	0.000171329982672988	Upregulated
ENSG00000165434	ENSG00000165434	215.799152685349	1.7691151507001	0.565990139987494	3.12569959388194	0.00177382651119667	0.0300384759462682	Upregulated
ENSG00000111665	ENSG00000111665	60.4791980375813	1.76787828660423	0.45810878591986	3.8590796355377	0.000113814848411607	0.00457852643357071	Upregulated
ENSG00000203760	ENSG00000203760	52.0905261098689	1.76761416077701	0.493432829614611	3.582279197267	0.000340609477229552	0.0102440717851942	Upregulated
ENSG00000074181	ENSG00000074181	314.274613756067	1.76517074941985	0.421674959143313	4.18609336681036	2.83796648674617e-05	0.00173443413363064	Upregulated
ENSG00000270629	ENSG00000270629	48.3871591496772	1.76225432362065	0.507027035118616	3.47566145700373	0.000509595138640832	0.0137633995801748	Upregulated
ENSG00000114268	ENSG00000114268	55.0919834247797	1.74920188362686	0.312565781843339	5.59626800256588	2.19015058533713e-08	6.52527990018882e-06	Upregulated
ENSG00000249992	ENSG00000249992	208.656313455207	1.74486634932359	0.376413606470745	4.63550285996157	3.56070801359103e-06	0.000365030002167494	Upregulated
ENSG00000079616	ENSG00000079616	38.1439700855548	1.72681838969568	0.27572984586763	6.26271843826685	3.78323366056967e-10	2.12172645411007e-07	Upregulated
ENSG00000029534	ENSG00000029534	47.5526487652103	1.72105727950127	0.375777537377401	4.57998977669807	4.64998658657306e-06	0.000443203767882601	Upregulated
ENSG00000090905	ENSG00000090905	54.4081310789974	1.71941759616192	0.597743736535099	2.87651294537816	0.00402095701846381	0.0473866553943559	Upregulated
ENSG00000176890	ENSG00000176890	65.5343568367732	1.7157692723715	0.399775378639805	4.29183327449836	1.77203985338631e-05	0.00123318452278723	Upregulated
ENSG00000099821	ENSG00000099821	99.0318250929854	1.71459529734546	0.450107702461637	3.80930005856009	0.000139360749719952	0.00540107881231716	Upregulated
ENSG00000177283	ENSG00000177283	110.127647582444	1.71230562347281	0.408204818013697	4.19472173749639	2.73206773727714e-05	0.00168048605207744	Upregulated
ENSG00000179832	ENSG00000179832	50.8879310695173	1.70165252238655	0.479546943537208	3.54845869694197	0.000387492765435852	0.0113323804468264	Upregulated
ENSG00000011426	ENSG00000011426	118.372616536208	1.69972904758253	0.476298947437308	3.56861810576697	0.000358869073803971	0.0106920554676471	Upregulated
ENSG00000139266	ENSG00000139266	64.855635652619	1.69832913192909	0.553094593491686	3.07059434663343	0.00213633179719978	0.0331183534219556	Upregulated
ENSG00000062822	ENSG00000062822	20.3851324053709	1.69783334995607	0.324895082750632	5.22578961670288	1.7341344873217e-07	3.59418221785327e-05	Upregulated
ENSG00000116690	ENSG00000116690	82.3339946578556	1.69698438817454	0.539837144174823	3.14351171735041	0.00166933732275596	0.0288808407048671	Upregulated
ENSG00000151725	ENSG00000151725	52.4325831495052	1.69610971380585	0.565560044580685	2.99899140693959	0.00270874946352457	0.0377604164925244	Upregulated
ENSG00000115318	ENSG00000115318	687.353283111271	1.69180826920485	0.449311474693806	3.7653351060259	0.000166325860042596	0.00620601782834833	Upregulated
ENSG00000164880	ENSG00000164880	190.557643696797	1.67786050963894	0.462232057004415	3.62990944529602	0.000283520667505376	0.00895061603972268	Upregulated
ENSG00000128165	ENSG00000128165	24.9351592586236	1.67698542135615	0.405154168619308	4.13912912971133	3.48626690534274e-05	0.00202671150460596	Upregulated
ENSG00000175745	ENSG00000175745	42.9067726130736	1.67518096480216	0.525397689175067	3.18840565787867	0.00143059684092832	0.0263537501905364	Upregulated
ENSG00000142544	ENSG00000142544	21.7764436729925	1.67364553580866	0.471115253467898	3.55251825002244	0.000381562549749452	0.011193284151727	Upregulated
ENSG00000134057	ENSG00000134057	167.425801621482	1.66934404674791	0.434987915673131	3.83767913222291	0.000124202626558092	0.00495459347951821	Upregulated
ENSG00000305207	ENSG00000305207	103.518014881736	1.66090284152931	0.333947104662956	4.97355065619035	6.57375857537109e-07	9.35436033695343e-05	Upregulated
ENSG00000160991	ENSG00000160991	443.332579063044	1.65969332160601	0.538752044752903	3.08062556378274	0.00206566237059925	0.0326060017239954	Upregulated
ENSG00000161638	ENSG00000161638	1568.46529638359	1.65898184548062	0.380459996328944	4.36046328520244	1.29787358496243e-05	0.000989914140722545	Upregulated
ENSG00000082397	ENSG00000082397	70.508497968177	1.62873888427082	0.514809582801023	3.16376955418939	0.00155740057368342	0.0275592582760277	Upregulated
ENSG00000070814	ENSG00000070814	212.945460126618	1.62778962521325	0.479707526751149	3.39329598648902	0.000690569766264132	0.0169687942050573	Upregulated
ENSG00000179431	ENSG00000179431	70.535072202546	1.62743666965105	0.364587378111377	4.46377677165193	8.05274613336637e-06	0.000697953469413772	Upregulated
ENSG00000197852	ENSG00000197852	47.1650580302018	1.61879323546334	0.26345586172076	6.14445708245094	8.02374804686001e-10	3.64278161327444e-07	Upregulated
ENSG00000164080	ENSG00000164080	97.9281084568034	1.6062006542284	0.544692554511676	2.94882065290645	0.00318989033409286	0.042140878592811	Upregulated
ENSG00000092853	ENSG00000092853	77.0527866384879	1.60308701008432	0.526108097320159	3.04706773807508	0.00231085627768744	0.0344524986524828	Upregulated
ENSG00000149809	ENSG00000149809	42.7434234539542	1.59538813417668	0.540616492547261	2.95105339213679	0.00316692167832399	0.0419465761005657	Upregulated
ENSG00000123485	ENSG00000123485	39.8840744421477	1.59374275426945	0.485419575983345	3.28322719791617	0.00102625919079322	0.0215515021760342	Upregulated
ENSG00000169607	ENSG00000169607	40.077232242726	1.58889475066573	0.512315604463595	3.10139831155317	0.00192609014051097	0.0313030351442146	Upregulated
ENSG00000171522	ENSG00000171522	57.0351790207194	1.58683667506157	0.244572713923469	6.48819996967497	8.68679362560666e-11	7.99017768255362e-08	Upregulated
ENSG00000101194	ENSG00000101194	52.1729930374538	1.58575532029772	0.393881509685551	4.0259704538141	5.67408138182507e-05	0.00276554195160963	Upregulated
ENSG00000106546	ENSG00000106546	272.73486858889	1.57737890391504	0.239181213947772	6.5949113556196	4.25510024563865e-11	5.73475838953529e-08	Upregulated
ENSG00000138160	ENSG00000138160	45.9677302999728	1.57285352338823	0.452019897206626	3.47961125850451	0.000502141821820334	0.0136393735875643	Upregulated
ENSG00000105329	ENSG00000105329	354.510334902123	1.5477085960084	0.328338662823093	4.71375677387799	2.43190928858769e-06	0.000276021704254703	Upregulated
ENSG00000089685	ENSG00000089685	167.168781941188	1.54154155767139	0.528490264314091	2.91687787223876	0.00353554177247996	0.0442941593414244	Upregulated
ENSG00000108106	ENSG00000108106	75.8739185475271	1.53965329740548	0.279258657245152	5.51335923689507	3.52048620391688e-08	1.01710046873162e-05	Upregulated
ENSG00000049540	ENSG00000049540	1354.80302891472	1.53251923095645	0.521921670850405	2.93630120485208	0.00332151636614745	0.0429078373490605	Upregulated
ENSG00000171992	ENSG00000171992	353.147808446633	1.51599154007232	0.402193146607047	3.76931221444576	0.000163698015700852	0.00614447591217293	Upregulated
ENSG00000100297	ENSG00000100297	68.7426787103906	1.51083157194738	0.286080900322434	5.28113400875263	1.28386738083845e-07	2.84660269974739e-05	Upregulated
ENSG00000142002	ENSG00000142002	169.499912555842	1.51005920882272	0.388493897612185	3.88695734502923	0.000101508582743907	0.00418953605143033	Upregulated
ENSG00000164308	ENSG00000164308	153.856384861736	1.50350939560879	0.482137280244988	3.1184259280776	0.00181819837936541	0.0305726690456257	Upregulated
ENSG00000124126	ENSG00000124126	59.8660629551744	1.50272402749496	0.407211101807706	3.69028256062768	0.000224005093574814	0.00758876759048527	Upregulated
ENSG00000115325	ENSG00000115325	565.576446251092	1.49758936929534	0.36826167086121	4.06664469259888	4.76948764971128e-05	0.00246270128733583	Upregulated
ENSG00000005100	ENSG00000005100	111.137761072459	1.48479831253116	0.505907914173925	2.93491813615058	0.00333635697391937	0.0429078373490605	Upregulated
ENSG00000065054	ENSG00000065054	482.508745648487	1.48173083516107	0.421040715743455	3.51921032754444	0.000432833416415511	0.0122912959346879	Upregulated
ENSG00000157456	ENSG00000157456	66.8121548746548	1.48135659930397	0.483320477764676	3.06495724359774	0.00217701117133377	0.0334229058091726	Upregulated
ENSG00000144791	ENSG00000144791	59.4732605323918	1.4754065045072	0.371117466675916	3.97557818477894	7.02084727548449e-05	0.00315739424172024	Upregulated
ENSG00000142156	ENSG00000142156	9516.6967033416	1.47446130707289	0.443330949352861	3.32587045687919	0.000881428834601005	0.0198665307543404	Upregulated
ENSG00000142173	ENSG00000142173	11679.882865525	1.47063268081479	0.424564800605159	3.46385917701751	0.000532485190487576	0.0142204868518447	Upregulated
ENSG00000104885	ENSG00000104885	35.3101401620381	1.46669333366965	0.424043087461814	3.45883089958807	0.00054252540242654	0.0143678810742629	Upregulated
ENSG00000213015	ENSG00000213015	119.568795774235	1.46544668884494	0.386246626159247	3.79406987555341	0.000148197938639853	0.00569725462496919	Upregulated
ENSG00000071655	ENSG00000071655	287.409536748276	1.45862140377991	0.456531313704427	3.19500844738171	0.0013982674784758	0.0262940476129946	Upregulated
ENSG00000145819	ENSG00000145819	33.5280680670551	1.45847215289638	0.426297244123793	3.42125634871065	0.000623325489102916	0.0158409398284767	Upregulated
ENSG00000138829	ENSG00000138829	75.0503567035639	1.4570238101514	0.337006382678256	4.32343090529072	1.5362126554941e-05	0.00110155803457768	Upregulated
ENSG00000141905	ENSG00000141905	1143.570552746	1.45689206643716	0.495266556770705	2.94163223121012	0.00326487417876748	0.0423963324359112	Upregulated
ENSG00000125912	ENSG00000125912	263.927461866776	1.45536343265103	0.368267352711389	3.95192085840852	7.75263820301522e-05	0.00342192836238644	Upregulated
ENSG00000164611	ENSG00000164611	161.393160079093	1.45198150801958	0.503150740621712	2.88577833796977	0.00390447042721549	0.0466481466830483	Upregulated
ENSG00000131188	ENSG00000131188	19.4002227112444	1.45055412017187	0.404878268940344	3.58269196311349	0.000340071539387237	0.0102440717851942	Upregulated
ENSG00000225697	ENSG00000225697	52.9869349531782	1.44410672277611	0.405660411342451	3.55989069280171	0.000371009189869342	0.0109510885950907	Upregulated
ENSG00000218891	ENSG00000218891	93.7946987797649	1.44405685543684	0.466751945598638	3.09384217688638	0.00197582562029044	0.0315657128385319	Upregulated
ENSG00000032444	ENSG00000032444	355.004849471477	1.4420149738591	0.446116160900673	3.23237555650929	0.00122765594243655	0.0245376766356186	Upregulated
ENSG00000099624	ENSG00000099624	351.890064541709	1.44105510136737	0.358088271311726	4.02430131567445	5.7144714469043e-05	0.00276554195160963	Upregulated
ENSG00000101040	ENSG00000101040	78.5552264063385	1.43856584931454	0.239357872970328	6.01010458299348	1.8540368465829e-09	7.36516137305059e-07	Upregulated
ENSG00000176692	ENSG00000176692	28.9403014521093	1.43549072554574	0.434966796228809	3.30023058769437	0.000966054180545405	0.0208379198129409	Upregulated
ENSG00000100994	ENSG00000100994	1320.49859382285	1.42229247328538	0.408107298283548	3.48509443292825	0.000491963385445202	0.0134977656076248	Upregulated
ENSG00000088888	ENSG00000088888	359.415635642024	1.4198581306848	0.384598063417722	3.69179740029699	0.000222674817269271	0.00758207752801869	Upregulated
ENSG00000007541	ENSG00000007541	94.563618846129	1.40614471232595	0.481514225824206	2.92025580328194	0.00349744175609839	0.0440892848945954	Upregulated
ENSG00000164087	ENSG00000164087	38.7763501986315	1.4001078834997	0.329800970333818	4.24531159530107	2.18289860696873e-05	0.00140950134684226	Upregulated
ENSG00000188486	ENSG00000188486	146.30185033647	1.39975017289156	0.285525453084573	4.90236564821052	9.46893740691883e-07	0.000127150491883893	Upregulated
ENSG00000149541	ENSG00000149541	131.935179744852	1.39030615737223	0.345576006874863	4.02315591856375	5.74234533525067e-05	0.00276554195160963	Upregulated
ENSG00000141526	ENSG00000141526	733.919742079831	1.38223978585726	0.324224470403623	4.263218578587	2.01503234520185e-05	0.00133671717399537	Upregulated
ENSG00000168476	ENSG00000168476	55.4987316570477	1.38108604595764	0.256521724679787	5.38389505871922	7.28910104939338e-08	1.78190485653632e-05	Upregulated
ENSG00000144152	ENSG00000144152	69.4006296656585	1.37628323472144	0.402852141685483	3.416348313213	0.000634670110256218	0.0160502515415989	Upregulated
ENSG00000116017	ENSG00000116017	27.369860686325	1.37561292539173	0.476334337539298	2.8879146787906	0.00387805050359301	0.0465659112106496	Upregulated
ENSG00000187678	ENSG00000187678	130.210587337408	1.37137839605045	0.408774303388905	3.35485470755173	0.000794066785742489	0.0186010632316189	Upregulated
ENSG00000144810	ENSG00000144810	2596.90697324751	1.37083063286866	0.403889002465899	3.3940776413797	0.000688601669145272	0.0169641558491758	Upregulated
ENSG00000100116	ENSG00000100116	44.6046784213416	1.36999023362724	0.420691941998175	3.25651645981178	0.00112788390882532	0.0232251515912324	Upregulated
ENSG00000152104	ENSG00000152104	773.840018662163	1.36750269745147	0.466119630355016	2.93380198643409	0.00334837748979453	0.0429078373490605	Upregulated
ENSG00000119333	ENSG00000119333	177.039519690851	1.36417248075242	0.344341565843711	3.96168402559797	7.44229884770881e-05	0.00330022684716538	Upregulated
ENSG00000197785	ENSG00000197785	107.050476268051	1.36273491631223	0.401993194926727	3.38994523666158	0.000699065871094915	0.0170461958647556	Upregulated
ENSG00000114251	ENSG00000114251	742.336077942926	1.35842860925612	0.449344746086065	3.02313228559689	0.00250172857885736	0.036029426390976	Upregulated
ENSG00000169871	ENSG00000169871	423.512830858947	1.34814489779506	0.426209523067678	3.16310364933114	0.00156096744935989	0.0275597475225874	Upregulated
ENSG00000130202	ENSG00000130202	327.774479418834	1.34719932183407	0.382099722883525	3.52577937420994	0.000422238564990817	0.0120889563922596	Upregulated
ENSG00000142330	ENSG00000142330	27.5598018232364	1.3340164045109	0.365429939234552	3.65053943665699	0.00026169012364873	0.00851520013265184	Upregulated
ENSG00000166166	ENSG00000166166	90.8907939399553	1.33215745279725	0.396247716636122	3.36193092570065	0.000773994825638477	0.0182655115535575	Upregulated
ENSG00000099814	ENSG00000099814	95.2965401986406	1.32810931319693	0.442310903112957	3.00266012854256	0.00267631135126626	0.0374626830612476	Upregulated
ENSG00000107731	ENSG00000107731	133.858974568603	1.32654901761743	0.416378080743287	3.18592423320981	0.00144292380346404	0.0265064268636342	Upregulated
ENSG00000133619	ENSG00000133619	32.6682365855068	1.32543221961229	0.460934786369472	2.87553089679342	0.00403348667900298	0.0474170924754802	Upregulated
ENSG00000145386	ENSG00000145386	40.9845800237322	1.3204482599815	0.40689979157081	3.24514361357619	0.0011739140364441	0.0237624127886582	Upregulated
ENSG00000003436	ENSG00000003436	336.987996256243	1.31796397582922	0.433732758991522	3.03865444448706	0.0023763726125657	0.0350067768477167	Upregulated
ENSG00000177508	ENSG00000177508	115.748348384252	1.31565862081515	0.286770410249213	4.58784649250176	4.47841739642382e-06	0.00043568603528066	Upregulated
ENSG00000134222	ENSG00000134222	32.9485277843235	1.30635003303445	0.210002750431098	6.22063296958133	4.95153228077966e-10	2.62266159805296e-07	Upregulated
ENSG00000132359	ENSG00000132359	26.9021132721442	1.29797251995112	0.391009179250188	3.31954488239933	0.00090164309658362	0.0200030105539154	Upregulated
ENSG00000090971	ENSG00000090971	96.9054091090686	1.29286736998391	0.325872592207293	3.9674013737292	7.26605653350903e-05	0.00325232783992841	Upregulated
ENSG00000197102	ENSG00000197102	710.426938680348	1.29075538502308	0.34289256098262	3.76431434185738	0.00016700669417238	0.00620601782834833	Upregulated
ENSG00000101384	ENSG00000101384	320.6782768914	1.29042260155848	0.398044362499635	3.2419064886509	0.00118732974461163	0.0239323504970978	Upregulated
ENSG00000176619	ENSG00000176619	147.722983127463	1.28871666932116	0.317901910606917	4.05381857208981	5.03883008333953e-05	0.00254502702594876	Upregulated
ENSG00000198113	ENSG00000198113	69.8741334832371	1.28812664729044	0.448490920997505	2.87213539222928	0.00407708250064958	0.047870572119696	Upregulated
ENSG00000106948	ENSG00000106948	24.9193038951383	1.28119128634759	0.442118504152113	2.89784588139924	0.00375735177070653	0.0461631337395826	Upregulated
ENSG00000154783	ENSG00000154783	18.5104412624299	1.2775814700251	0.361958202998958	3.52963811688714	0.000416128435726299	0.0119499051392004	Upregulated
ENSG00000167685	ENSG00000167685	87.2205785655051	1.27488494472242	0.419805328494194	3.03684793448268	0.00239066026517143	0.0351194991804998	Upregulated
ENSG00000012048	ENSG00000012048	51.4587435919792	1.26420370142878	0.434546595161987	2.90924774351879	0.00362299633207595	0.0449761029036616	Upregulated
ENSG00000146223	ENSG00000146223	476.767271102553	1.26084232280463	0.438086978898409	2.87806390862171	0.00400124070288047	0.0473866553943559	Upregulated
ENSG00000052749	ENSG00000052749	100.714746230205	1.26015955019617	0.329217926075763	3.82773673723395	0.000129326974008144	0.00513751404247352	Upregulated
ENSG00000063245	ENSG00000063245	488.989613406641	1.25598937092037	0.440227586393337	2.85304558310475	0.0043302409696509	0.0496208141882833	Upregulated
ENSG00000100258	ENSG00000100258	302.195350410973	1.25347127799181	0.368668193109763	3.39999843061758	0.000673862399010292	0.0166872834082185	Upregulated
ENSG00000100401	ENSG00000100401	491.601938965989	1.25239273642843	0.415010423781373	3.01773802454705	0.00254668956466636	0.036511486179743	Upregulated
