"ID" "Description" "setSize" "enrichmentScore" "NES" "pvalue" "p.adjust" "qvalue" "rank" "leading_edge" "core_enrichment"
"greenyellow" "greenyellow" "greenyellow" 44 0.300545749434657 0.980832894355849 0.478365384615385 0.478365384615385 NA 1221 "tags=18%, list=13%, signal=16%" "PLAUR/ERCC1/TACC3/PFKP/PRR11/WDR1/SMOX/P3H2"
